# Created by Octave 6.2.0, Sun May 16 19:23:42 2021 -03 <kuroneko@kuroneko-VirtualBox>
# name: uu
# type: matrix
# rows: 256
# columns: 2
 -1.4487361310498323e-07 0.00060227189741381148
 0.0024071069510193228 0.0054117450176095136
 0.0096064503476576881 0.014984373402727968
 0.021528551703831989 0.029227967408489805
 0.038058594666196578 0.048005353438278484
 0.059037385884786645 0.071135694999864094
 0.084262888131988942 0.098396234259677598
 0.11349216603150593 0.12952443732252034
 0.14644372565881 0.16422052257649128
 0.18280022548154329 0.20215034775378374
 0.22221153253192027 0.24294862790338939
 0.26429809437864232 0.28622245328485912
 0.30865459442426407 0.33155507330388995
 0.35485385532561931 0.37850991004836881
 0.40245095294514072 0.42663476277231954
 0.4509875012135362 0.47546616283629145
 0.49999606663820034 0.52453383716370916
 0.54900466994329089 0.57336523722768118
 0.5975413314881507 0.62149008995163169
 0.6451386166892602 0.66844492669611077
 0.69133813767081576 0.71377754671514138
 0.73569496779053534 0.75705137209661122
 0.77778192652645683 0.79784965224621707
 0.81719369345888271 0.83577947742350922
 0.85355071172758668 0.87047556267748016
 0.88650284337187524 0.90160376574032308
 0.91573274135054794 0.92886430500013617
 0.94095890576738062 0.95199464656172184
 0.96193839486901545 0.97077203259151046
 0.97846916470684808 0.98501562659727226
 0.99039201493070173 0.99458825498239067
 0.99759212197522951 0.99939772810258665
 1.0000001448736127 0.99939772810258665
 0.99759289304898047 0.99458825498239078
 0.99039354965234183 0.98501562659727204
 0.97847144829616928 0.97077203259151035
 0.96194140533380379 0.95199464656172172
 0.94096261411521442 0.92886430500013584
 0.91573711186801043 0.90160376574032275
 0.88650783396849464 0.87047556267747983
 0.85355627434118886 0.83577947742350889
 0.8171997745184576 0.79784965224621651
 0.77778846746807817 0.75705137209661122
 0.73570190562135829 0.71377754671514126
 0.69134540557573576 0.66844492669611044
 0.64514614467438192 0.62149008995163146
 0.59754904705485901 0.57336523722768051
 0.54901249878646474 0.52453383716370894
 0.50000393336179871 0.47546616283629101
 0.45099533005670944 0.42663476277231893
 0.40245866851185103 0.37850991004836798
 0.35486138331073902 0.33155507330389011
 0.30866186232918397 0.28622245328485868
 0.26430503220946344 0.24294862790338909
 0.22221807347354194 0.2021503477537834
 0.18280630654111779 0.16422052257649072
 0.14644928827241285 0.12952443732252047
 0.11349715662812383 0.098396234259677376
 0.084267258649452267 0.071135694999863927
 0.059041094232619828 0.048005353438278359
 0.038061605130985027 0.029227967408489534
 0.021530835293152317 0.01498437340272798
 0.0096079850692975116 0.0054117450176095257
 0.0024078780247699639 0.00060227189741379381
 -1.4487361310520568e-07 0.00060227189741380563
 0.0024071069510190226 0.0054117450176095613
 0.0096064503476574383 0.014984373402728046
 0.021528551703831198 0.029227967408489618
 0.038058594666196231 0.048005353438278435
 0.059037385884785278 0.071135694999864024
 0.08426288813198872 0.098396234259677542
 0.11349216603150422 0.12952443732252064
 0.14644372565881039 0.16422052257649092
 0.18280022548154162 0.20215034775378363
 0.22221153253192058 0.24294862790338931
 0.26429809437864099 0.28622245328485901
 0.30865459442426241 0.33155507330389022
 0.35485385532561731 0.37850991004836826
 0.40245095294514011 0.42663476277231899
 0.45098750121353476 0.47546616283629123
 0.49999606663820034 0.52453383716370905
 0.54900466994328945 0.57336523722768118
 0.59754133148814814 0.62149008995163202
 0.64513861668925965 0.66844492669611011
 0.6913381376708152 0.71377754671514138
 0.73569496779053523 0.75705137209661122
 0.7777819265264565 0.79784965224621673
 0.81719369345888127 0.83577947742350944
 0.85355071172758612 0.87047556267747983
 0.88650284337187568 0.90160376574032253
 0.91573274135054739 0.92886430500013639
 0.94095890576738062 0.95199464656172184
 0.96193839486901478 0.97077203259151046
 0.97846916470684742 0.98501562659727226
 0.99039201493070173 0.99458825498239078
 0.99759212197522951 0.99939772810258665
 1.0000001448736127 0.99939772810258665
 0.99759289304898047 0.99458825498239067
 0.99039354965234216 0.98501562659727226
 0.97847144829616861 0.97077203259151046
 0.96194140533380357 0.95199464656172184
 0.94096261411521442 0.92886430500013584
 0.9157371118680111 0.90160376574032253
 0.88650783396849575 0.87047556267747972
 0.85355627434118941 0.83577947742350944
 0.81719977451845782 0.79784965224621684
 0.77778846746807928 0.75705137209661089
 0.73570190562135918 0.71377754671514104
 0.6913454055757372 0.66844492669611022
 0.64514614467438236 0.62149008995163213
 0.59754904705486023 0.57336523722768074
 0.54901249878646541 0.52453383716370894
 0.50000393336180005 0.47546616283629101
 0.45099533005671011 0.42663476277231915
 0.40245866851185208 0.37850991004836815
 0.35486138331074008 0.33155507330389011
 0.30866186232918469 0.28622245328485901
 0.26430503220946455 0.2429486279033892
 0.22221807347354278 0.20215034775378327
 0.18280630654111843 0.16422052257649078
 0.14644928827241371 0.12952443732252045
 0.11349715662812433 0.098396234259677598
 0.084267258649452337 0.071135694999863983
 0.059041094232619766 0.048005353438278338
 0.038061605130985089 0.029227967408489625
 0.021530835293152303 0.014984373402728008
 0.0096079850692977215 0.0054117450176095145
 0.0024078780247700237 0.000602271897413804
 -1.4487361311970151e-07 0.00060227189741380379
 0.0024071069510189346 0.0054117450176095145
 0.0096064503476572857 0.014984373402728004
 0.021528551703830858 0.029227967408489614
 0.038058594666196155 0.048005353438278359
 0.059037385884784972 0.071135694999863969
 0.084262888131988484 0.098396234259677556
 0.11349216603150381 0.12952443732252042
 0.14644372565881003 0.16422052257649083
 0.18280022548154148 0.20215034775378327
 0.22221153253192066 0.24294862790338922
 0.26429809437864032 0.28622245328485901
 0.30865459442426219 0.33155507330389011
 0.35485385532561681 0.37850991004836815
 0.40245095294513944 0.42663476277231926
 0.45098750121353426 0.47546616283629084
 0.49999606663819951 0.52453383716370894
 0.54900466994328911 0.57336523722768085
 0.59754133148814759 0.62149008995163202
 0.64513861668925898 0.66844492669611011
 0.6913381376708142 0.71377754671514104
 0.73569496779053456 0.75705137209661122
 0.7777819265264565 0.79784965224621684
 0.81719369345888104 0.83577947742350944
 0.85355071172758612 0.8704755626774795
 0.88650284337187535 0.90160376574032253
 0.91573274135054683 0.9288643050001365
 0.94095890576737984 0.95199464656172206
 0.96193839486901433 0.97077203259151057
 0.97846916470684686 0.98501562659727226
 0.99039201493070173 0.99458825498239078
 0.99759212197522951 0.99939772810258665
 1.0000001448736127 0.99939772810258665
 0.99759289304898047 0.99458825498239067
 0.99039354965234272 0.98501562659727215
 0.97847144829616928 0.97077203259151035
 0.96194140533380357 0.95199464656172184
 0.94096261411521476 0.92886430500013639
 0.91573711186801166 0.90160376574032275
 0.88650783396849586 0.8704755626774795
 0.85355627434118952 0.83577947742350955
 0.81719977451845904 0.79784965224621673
 0.77778846746807984 0.757051372096611
 0.73570190562135951 0.71377754671514126
 0.69134540557573776 0.66844492669611022
 0.64514614467438325 0.62149008995163213
 0.59754904705486078 0.57336523722768107
 0.54901249878646741 0.52453383716370894
 0.50000393336180038 0.47546616283629139
 0.45099533005671033 0.42663476277231915
 0.40245866851185241 0.37850991004836815
 0.35486138331074107 0.33155507330389017
 0.30866186232918486 0.28622245328485901
 0.26430503220946494 0.24294862790338931
 0.2222180734735433 0.2021503477537836
 0.18280630654111915 0.16422052257649086
 0.14644928827241457 0.12952443732252061
 0.11349715662812453 0.098396234259677515
 0.084267258649452517 0.071135694999864024
 0.059041094232620064 0.048005353438278449
 0.0380616051309852 0.029227967408489614
 0.02153083529315241 0.014984373402728044
 0.0096079850692978204 0.0054117450176095613
 0.0024078780247700476 0.00060227189741380574
 -1.4487361312693088e-07 0.00060227189741379359
 0.002407106951018896 0.0054117450176095249
 0.0096064503476571885 0.01498437340272798
 0.021528551703830716 0.029227967408489521
 0.038058594666196051 0.048005353438278338
 0.059037385884784209 0.071135694999863885
 0.084262888131987762 0.098396234259677404
 0.11349216603150278 0.12952443732252042
 0.14644372565880923 0.16422052257649072
 0.18280022548154026 0.2021503477537834
 0.22221153253191922 0.24294862790338909
 0.2642980943786396 0.28622245328485868
 0.30865459442426069 0.33155507330389006
 0.35485385532561514 0.37850991004836798
 0.40245095294513838 0.42663476277231882
 0.4509875012135327 0.47546616283629084
 0.4999960666381984 0.52453383716370894
 0.54900466994328811 0.57336523722768051
 0.59754133148814736 0.62149008995163146
 0.6451386166892582 0.66844492669611055
 0.69133813767081398 0.71377754671514126
 0.73569496779053511 0.75705137209661089
 0.77778192652645683 0.79784965224621673
 0.81719369345888115 0.83577947742350911
 0.85355071172758523 0.87047556267748005
 0.8865028433718749 0.90160376574032253
 0.91573274135054683 0.9288643050001365
 0.94095890576737995 0.95199464656172184
 0.96193839486901445 0.97077203259151046
 0.97846916470684664 0.98501562659727249
 0.99039201493070139 0.99458825498239078
 0.99759212197522951 0.99939772810258665
