# Created by Octave 6.2.0, Tue Jun 01 00:44:30 2021 -03 <kuroneko@kuroneko-VirtualBox>
# name: uu
# type: matrix
# rows: 1024
# columns: 2
 1.5097324156716464e-15 9.4123586995747738e-06
 0.00015059065190307108 0.00023529124945389235
 0.00060227189742258355 0.00076220971335344318
 0.0013547716606671677 0.0015898503544183383
 0.0024076366639175328 0.0027177146328736679
 0.0037602327006645451 0.0041451231654518871
 0.0054117450176330087 0.0058712161346273885
 0.0073611788055561508 0.0078949538065378397
 0.0096073597984145716 0.010215117157282697
 0.012148934980769572 0.012830308607215058
 0.014984373402764987 0.015738952862794527
 0.018111967102321214 0.018939297865482551
 0.021529832133939757 0.022429415847118894
 0.025235909703528781 0.026207204491133885
 0.029227967408540518 0.030270388198909651
 0.033503600582684472 0.034616519460512855
 0.038060233744415015 0.039242980328983872
 0.042895122148296265 0.044146983997290723
 0.048005353438342668 0.049325576476995078
 0.05338784940230952 0.054775638377626897
 0.059039367825892052 0.060493886785689503
 0.064956504445718793 0.066476877242159574
 0.071135694999940088 0.07272100581730695
 0.077573217375226322 0.07922251128155805
 0.084265193848809372 0.085977477371129846
 0.091207593424292771 0.092981835147033579
 0.09839623425976661 0.10023136544605518
 0.10582678618678952 0.10772170142222007
 0.11349477331872733 0.11544833117721835
 0.12139557674685537 0.12340660047820241
 0.12952443732261937 0.13159171556132426
 0.13787645852436894 0.13999874601931883
 0.1464466094068316 0.14862262777139629
 0.15522972763157544 0.15745816611365923
 0.16422052257660039 0.16650003884819123
 0.17341357852322375 0.17574279948895299
 0.18280335791829078 0.18518088054254753
 0.19238420470980303 0.19480859686185548
 0.202150347753903 0.20462014907057346
 0.21209590429120026 0.21460962705652684
 0.22221488349032137 0.22477101353170861
 0.23250119005657569 0.23509818765686344
 0.24294862790351474 0.24558492872845855
 0.25355090388523938 0.25622491992579299
 0.26430163158713293 0.26701175211602834
 0.27519433517282882 0.27793892771479661
 0.2862224532849908 0.28899986460011262
 0.29737934299763696 0.30018790007718893
 0.30865828381759158 0.31149629489180347
 0.32005248173264411 0.32291823728976721
 0.3315550733040285 0.33444684712007455
 0.34315912980069507 0.34607517997924508
 0.35485766137290786 0.35779623139437716
 0.36664362126269323 0.36960294104237484
 0.37850991004851253 0.38148819700282871
 0.39044937992170919 0.39344484004196706
 0.40245483899208084 0.40546566792511007
 0.41451905561999092 0.41754343975502878
 0.42663476277246187 0.42967088033358936
 0.43879466240053738 0.44184068454406045
 0.45099142983536677 0.4540455217514468
 0.46321771820031449 0.46627804021818064
 0.47546616283643484 0.47853087153254348
 0.48772938573869129 0.49079663504711024
 0.50000000000014766 0.50306794232459018
 0.51227061426160414 0.51533740158833086
 0.52453383716385571 0.52759762217485795
 0.53678228179997989 0.53984121898572823
 0.5490085701649271 0.55206081693604092
 0.56120533759975166 0.56424905539690973
 0.57336523722782451 0.5763985926292351
 0.58548094438029641 0.58850211020608645
 0.59754516100820709 0.60055231742105941
 0.60955062007857663 0.61254195567990932
 0.62149008995177413 0.62446380287287229
 0.63335637873759065 0.63631067772498684
